HE01	HE02	HE03	HE04	HE05	HE06	HE07	HE08	HE09	HE10	HE11	HE12	HE13	HE14	HE15	HE16	HE17	HE18	HE19	HE20	HE21	HE22	HE23	HE24	
3966.04	3780.444	3628.425	3497.808	3432.799	3438.801	3432.133	3608.596	3963.108	4328.953	4641.316	4893.475	5090.695	5160.309	5236.557	5286.061	5335.644	5289.31	5200.721	5055.556	5002.487	4833.2	4617.885	4358.629	
4136.88	3947.219	3782.692	3640.542	3551.06	3498.329	3487.955	3569.842	3899.113	4231.434	4495.061	4720.639	4892.83	4985.684	5074.848	5131.539	5152.412	5167.565	5154.518	4973.782	4753.225	4420.479	4170.295	3888.25	
3641.254	3458.376	3353.83	3297.428	3328.298	3478.841	3625.283	3871.106	4103.982	4367.96	4590.254	4850.855	5033.792	5231.123	5388.723	5475.498	5469.566	5291.186	4806.304	4451.836	4345.492	4012.471	3773.051	3494.294	
3263.655	3112.958	3042.773	2971.791	3022.687	3228.896	3485.853	3720.314	3968.727	4164.34	4423.107	4712.378	4889.578	5149.955	5293.36	5425.328	5420.585	5337.106	5109.296	4888.658	4888.839	4636.06	4324.639	4058.297	
3776.871	3532.982	3374.697	3324.536	3329.3	3507.328	3702.226	3990.166	4246.42	4437.944	4624.572	4800.505	4933.537	5041.169	5119.341	5247.881	5272.876	5250.407	5091.54	4870.954	4757.325	4196.706	3834.931	3527.987	
3324.649	3181.894	3053.611	3039.653	3091.919	3270.598	3560.043	3738.012	3879.022	4071.835	4263.903	4459.687	4610.541	4749.788	4862.787	4963.582	4980.103	5002.496	4794.171	4512.79	4442.707	4239.107	3953.557	3719.235	
3382.67	3171.108	3061.945	2936.213	2972.011	3110.022	3362.528	3542.89	3826.252	4029.55	4265.873	4406.147	4514.948	4647.598	4761.426	4825.322	4807.31	4804.899	4574.99	4281.054	4120.05	3939.97	3686.359	3416.8	
3178.292	3003.273	2886.805	2770.011	2736.445	2720.354	2787.922	2917.694	3255.198	3582.212	3858.297	4028.957	4215.213	4268.941	4370.815	4377.594	4440.063	4385.191	4289.108	4061.477	3967.317	3836.778	3609.213	3390.995	
3206.674	3035.055	2971.3	2891.67	2883.907	2852.026	2864.864	2983.494	3199.206	3407.916	3576.183	3818.617	4021.163	4238.314	4277.779	4124.037	3960.616	3969.894	3944.631	3860.051	3877.424	3755.537	3447.728	3147.977	
2889.332	2715.292	2646.464	2595.406	2670.624	2849.261	3038.842	3260.697	3420.974	3630.776	3735.112	3889.347	3986.487	4103.551	4150.971	4201.882	4216.956	4239.738	4040.396	3838.095	3707.417	3511.81	3209.09	2935.862	
2713.634	2528.158	2436.194	2428.157	2467.244	2645.834	2882.957	3095.995	3282.232	3461.427	3579.551	3692.848	3829.238	3951.598	4046.499	4149.881	4222.654	4203.011	4061.383	3847.575	3734.774	3497.426	3210.725	2946.683	
2700.093	2574.157	2466.427	2437.096	2514.309	2695.216	2937.942	3177.31	3380.397	3546.958	3700.669	3896.955	4050.846	4200.57	4362.066	4481.763	4507.861	4451.345	4297.755	4082.241	3996.296	3742.866	3442.888	3086.763	
2881.839	2723.062	2645.008	2566.072	2666.349	2833.453	3129.304	3370.201	3582.565	3818.88	4006.308	4188.58	4364.79	4580.967	4770.586	4801.89	4934.787	4961.298	4748.955	4562.727	4463.224	4260.213	3960.166	3678.219	
3402.9	3211.826	3098.181	3078.364	3110.486	3335.709	3628.705	3870.833	4164.04	4492.296	4719.7	4885.33	5016.47	5168.725	5226.264	5263.361	5375.955	5304.843	5109.792	4798.105	4649.937	4409.5	4125.773	3837.928	
3594.38	3373.334	3248.031	3101.045	3028.153	3006.866	3036.834	3137.083	3497.371	3811.695	4067.294	4236.192	4404.639	4472.676	4528.811	4599.957	4632.29	4591.832	4459.456	4288.467	4171.763	3980.11	3725.157	3480.874	
3223.385	3048.217	2925.638	2845.302	2785.13	2798.102	2790.504	2869.608	3127.421	3405.678	3685.468	3901.871	4056.668	4152.616	4307.144	4367.873	4413.31	4447.414	4346.697	4242.554	4197.063	4025.53	3702.956	3414.479	
3146.861	2954.097	2892.936	2823.537	2906.954	3119.785	3400.344	3619.187	3799.838	4014.787	4238.387	4485.914	4704.577	4752.826	4940.907	5057.686	5171.452	5162.663	4975.235	4747.631	4604.006	4352.519	3995.632	3670.647	
3359.233	3139.235	2963.325	2901.026	2905.788	3074.293	3359.914	3557.887	3720.281	3930.573	4123.759	4301.714	4467.612	4650.872	4719.052	4837.775	4898.683	4860.826	4624.944	4381.842	4268.3	3952.953	3660.3	3304.347	
3058.113	2864.83	2771.322	2724.028	2760.128	2985.977	3270.016	3505.816	3746.436	3995.565	4233.86	4431.415	4605.699	4766.336	4866.837	4986.682	5027.274	5024.254	4811.35	4621.953	4531.981	4271.234	3941.507	3630.23	
3306.616	3143.293	2988.4	2914.937	2981.616	3208.112	3510.979	3740.398	3783.535	3790.039	3847.764	3938.237	3988.811	4011.839	4099.547	4113.546	4217.677	4231.856	4064.32	3925.884	3819.071	3620.217	3361.413	3067.505	
2890.947	2682.058	2533.231	2489.611	2456.147	2670.398	2897.539	3085.035	3213.204	3390.303	3495.569	3586.896	3662.694	3726.334	3779.351	3799.893	3803.696	3755.333	3533.706	3424.29	3319.515	3152.427	3008.001	2803.447	
2616.077	2489.265	2402.692	2372.442	2339.925	2385.115	2413.961	2496.877	2689.452	2894.939	3001.883	3100.251	3128.854	3129.946	3176.638	3196.151	3208.181	3225.047	3149.787	3127.54	3083.831	3023.384	2921.334	2733.491	
2561.544	2411.553	2375.106	2312.686	2291.572	2276.615	2330.984	2327.979	2467.729	2656.373	2807.186	2920.938	3008.037	3099.326	3163.127	3242.436	3315.795	3302.226	3230.868	3161.38	3110.765	3020.73	2823.507	2678.888	
2511.465	2382.607	2292.313	2283.699	2261.854	2305.511	2354.604	2413.266	2554.179	2780.953	2988.519	3149.73	3285.483	3466.757	3597.988	3702.68	3770.733	3844.1	3740.932	3655.419	3645.68	3426.305	3184.118	2918.073	
2715.601	2532.178	2464.906	2440.79	2535.952	2703.799	3026.128	3229.391	3437.185	3616.983	3806.472	3937.323	4096.475	4245.39	4445.006	4579.626	4690.059	4714.069	4479.102	4321.576	4175.945	3882.903	3551.46	3235.461	
2946.533	2781.899	2674.33	2602.002	2681.846	2867.366	3247.454	3414.244	3557.806	3732.522	3993.42	4187.287	4460.661	4693.581	4858.789	5046.999	5084.762	4925.201	4460.26	4292.563	4180.842	3981.22	3697.296	3396.509	
3156.311	3013.441	2894.935	2876.822	2948.901	3156.744	3531.292	3761.497	3943.365	4230.055	4472.585	4692.233	4873.047	5047.967	5104.942	5190.667	5209.12	5202.563	5126.988	4984.216	4810.256	4548.194	4235.998	3949.094	
3643.399	3475.488	3320.766	3266.371	3292.017	3494.244	3791.053	3999.414	4183.779	4466.44	4725.889	4909.752	5080.593	5174.233	5210.679	5280.858	5347.38	5313.592	5026.418	4842.495	4656.922	4427.921	4141.284	3876.163	
3667.519	3433.61	3300.804	3162.755	3093.222	3099.897	3135.13	3252.387	3606.052	3963.828	4292.909	4570.7	4743.547	4861.997	4909.056	4956.754	4954.416	4888.006	4751.639	4680.91	4589.459	4409.375	4164.674	3926.788	
3682.515	3496.866	3353.362	3276.507	3202.175	3179.221	3163.499	3152.567	3323.675	3491.451	3580.68	3674.707	3769.637	3799.453	3849.244	3927.119	3912.699	3868.885	3801.311	3698.58	3627.373	3475.7	3236.91	2941.736	
2750.294	2580.582	2520.502	2465.346	2538.799	2694.834	2977.077	3114.79	3279.318	3377.262	3511.861	3665.905	3753.595	3885.273	3992.605	4084.736	4145.343	4148.958	3939.347	3769.135	3685.833	3410.834	3141.294	2856.818	
2657.181	2533.487	2476.162	2439.216	2528.558	2744.227	3093.98	3300.941	3449.608	3618.288	3775.095	3934.697	4073.146	4266.395	4398.673	4550.555	4630.37	4642.226	4438.569	4271.621	4113.258	3850.972	3552.135	3191.588	
2946.54	2757.816	2667.022	2611.451	2666.53	2845.125	3198.642	3394.354	3564.291	3803.789	4039.102	4245.06	4391.698	4505.934	4638.734	4736.631	4800.838	4742.647	4522.685	4312.865	4109.17	3811.062	3526.711	3232.927	
3012.724	2813.017	2712.614	2666.215	2655.601	2843.404	3131.607	3287.926	3333.593	3421.176	3499.811	3535.701	3608.877	3629.824	3744.231	3724.171	3755.072	3701.693	3535.166	3475.386	3456.975	3224.379	3029.475	2761.477	
2568.114	2416.929	2341.076	2324.461	2364.094	2571.254	2894.629	3084.557	3228.52	3276.046	3367.119	3461.69	3529.44	3546.403	3557.514	3641.899	3635.24	3597.921	3428.449	3392.478	3299.234	3126.869	2968.77	2772.264	
2592.064	2436.606	2362.549	2311.213	2307.004	2352.469	2440.259	2533.934	2743.277	2918.878	3074.834	3219.307	3360.981	3420.926	3511.632	3443.7	3441.112	3442.511	3440.625	3389.28	3410.876	3270.168	3128.619	2944.324	
2768.433	2641.322	2540.566	2496.769	2470.601	2498.582	2530.044	2634.192	2846.793	3049.408	3327.626	3555.542	3727.124	3928.43	4042.105	4060.647	4057.043	4075.142	4041.447	4024.634	4000.88	3841.68	3613.465	3337.09	
3136.624	2943.484	2920.089	2916.613	3036.312	3212.815	3602.12	3807.161	3855.297	3872.383	3901.22	3866.061	3830.271	3858.935	3824.559	3786.19	3830.63	3830.564	3716.173	3722.798	3609.98	3424.254	3176.897	2900.16	
2709.544	2556.558	2503.627	2452.896	2525.546	2737.88	3117.315	3309.534	3394.072	3507.698	3554.491	3653.574	3702.095	3808.586	3855.412	3890.939	3895.542	3886.11	3771.588	3720.617	3673.759	3464.068	3173.98	2936.244	
2682.698	2584.305	2511.477	2452.75	2558.739	2730.844	3115.703	3307.873	3378.238	3482.83	3591.615	3657.354	3801.899	3874.51	3937.484	3975.247	4023.695	3972.807	3828.723	3757.422	3686.816	3484.088	3190.084	2915.87	
2676.118	2538.656	2417.513	2371.091	2444.384	2601.502	2925.326	3130.821	3211.794	3338.868	3595.731	3662.608	3802.397	3983.161	4067.389	4155.275	4248.204	4219.068	3951.952	3847.357	3651.514	3445.902	3144.779	2885.587	
2668.777	2487.139	2389.698	2371.132	2390.112	2582.57	2901.068	3089.538	3236.041	3419.472	3591.743	3713.97	3899.153	3992.154	4157.732	4277.434	4404.348	4359.853	4123.218	3951.835	3774.352	3567.54	3293.078	3091.035	
2848.473	2712.613	2605.298	2502.087	2490.915	2457.416	2581.193	2666.326	2916.908	3143.53	3200.864	3231.86	3238.269	3142.057	3081.081	3041.38	3079.51	3024.034	2991.883	3047.177	2991.622	2877.613	2719.645	2538.669	
2403.398	2292.93	2188.968	2130.977	2076.359	2089.419	2124.154	2147.236	2295.773	2401.758	2541.503	2569.643	2672.485	2719.781	2791.073	2829.788	2891.216	2946.636	2889.911	2926.061	2913.871	2770.783	2582.013	2404.52	
2227.756	2157.962	2084.522	2095.858	2183.639	2393.245	2753.576	2961.345	3057.109	3168.323	3162.938	3217.824	3205.23	3225.162	3182.521	3207.127	3205.215	3150.823	3118.187	3174.978	3034.691	2867.453	2678.653	2507.51	
2340.322	2239.691	2185.125	2189.115	2241.623	2499.488	2833.976	3042.357	3081.962	3087.332	3139.279	3154.154	3170.401	3253.197	3327.003	3351.806	3445.456	3421.952	3280.386	3260.146	3128.02	2957.013	2747.568	2498.5	
2330.633	2202.888	2160.714	2154.095	2215.511	2432.002	2816.847	3046.738	3177.539	3149.566	3206.542	3209.555	3272.581	3251.817	3247.993	3275.095	3299.524	3248.459	3251.069	3250.61	3114.699	3007.732	2737.127	2588.982	
2404.313	2288.398	2263.609	2209.705	2307.975	2485.994	2884.473	3119.055	3242.073	3273.465	3339.384	3350.302	3342.879	3332.818	3296.452	3266.863	3279.396	3229.793	3184.691	3151.975	3022.802	2848.572	2680.523	2460.244	
2269.844	2228.049	2156.544	2136.744	2180.144	2352.081	2661.576	2856.256	2987.822	2996.412	3074.068	3103.851	3083.587	3097.492	3093.367	3073.513	3090.961	3070.836	3004.041	2964.807	2823.286	2734.095	2571.791	2424.917	
2278.62	2172.917	2101.498	2113.739	2062.74	2095.776	2210.408	2331.523	2506.137	2634.015	2707.085	2766.622	2778.686	2739.668	2730.563	2669.786	2679.113	2682.651	2680.604	2774.681	2758.783	2705.357	2575.042	2438.759	
2301.228	2220.024	2157.15	2113.325	2100.203	2101.794	2210.069	2217.96	2369.167	2515.476	2620.8	2668.675	2732.114	2773.663	2796.128	2862.226	2871.628	2942.334	2900.461	3010.869	2984.183	2882.962	2703.913	2537.22	
2366.247	2256.771	2201.144	2187.786	2244.634	2447.178	2752.21	2930.176	3022.772	3146.574	3217.313	3224.615	3288.465	3308.487	3340.435	3368.721	3371.767	3348.006	3230.065	3199.16	3075.172	2943.225	2668.523	2421.522	
2278.687	2138.433	2108.841	2082.111	2108.26	2292.598	2672.025	2829.608	2920.846	3026.879	3060.151	3142.695	3176.434	3206.058	3241.655	3268.947	3303.2	3242.425	3102.964	3123.578	3021.206	2841.259	2599.591	2436.915	
2222.184	2131.389	2064.146	2065.161	2112.053	2307.242	2610.07	2837.287	2930.827	2946.254	2994.369	3014.987	3060.231	3063.482	3077.466	3113.256	3126.161	3103.257	2997.721	3047.491	2903.376	2794.796	2579.652	2359.997	
2197.411	2126.575	2030.844	2044.729	2115.673	2302.909	2654.467	2845.043	2916.93	2976.986	3026.469	3047.555	3056.342	3091.787	3030.094	3079.653	3063.01	3098.445	3018.621	3071.62	2941.975	2786.438	2589.994	2407.52	
2251.249	2150.518	2109.446	2069.03	2147.408	2320.029	2658.444	2888.926	2979.529	3032.9	3068.95	3073.513	3118.574	3082.121	3103.695	3102.488	3110.358	3101.441	3043.538	3045.893	2876.584	2781.473	2604.68	2465.77	
2323.021	2236.179	2166.307	2145.499	2106.455	2189.707	2230.915	2341.188	2523.162	2662.011	2798.254	2827.441	2852.803	2811.454	2778.953	2776.765	2717.547	2721.415	2792.947	2795.65	2767.539	2694.822	2536.833	2412.543	
2292.309	2177.495	2116.625	2045.511	1999.988	2023.207	2090.847	2138.295	2255.879	2335.559	2390.089	2400.724	2403.154	2415.947	2462.726	2439.496	2493.699	2526.777	2583.601	2673.393	2665.238	2560.47	2369.148	2290.651	
2099.579	2015.9	1963.438	1951.752	1993.485	2151.162	2385.459	2504.468	2594.866	2630.657	2670.648	2639.036	2683.55	2675.068	2659.564	2705.984	2712.524	2762.699	2769.302	2855.833	2724.728	2634.132	2466.171	2266.482	
2134.351	2035.429	2011.417	1993.737	2073.947	2300.011	2625.326	2873.174	2884.232	2894.687	2876.05	2853.498	2856.835	2880.785	2856.708	2867.682	2904.361	2916.395	2847.428	2882.917	2811.279	2636.205	2456.835	2282.12	
2137.501	2046.136	1999.554	2024.295	2079.937	2267.451	2588.436	2779.28	2848.661	2883.531	2905.595	2895.728	2928.773	2900.731	2905.177	2911.236	2968.631	2943.753	2923.76	2897.759	2843.698	2674.508	2486.917	2307.974	
2146.999	2061.036	2029.378	1997.893	2072.578	2260.306	2634.1	2816.146	2853.909	2906.531	2939.867	2962.457	2995.627	2954.749	2965.533	2971.263	2992.549	2932.556	2906.107	2947.105	2809.85	2676.031	2482.2	2276.145	
2126.03	2057.437	1971.373	2003.394	2042.49	2268.882	2585.584	2798.736	2826.121	2856.651	2834.859	2827.962	2818.906	2824.231	2832.305	2838.099	2853.306	2789.335	2816.914	2770.004	2657.594	2569.218	2414.948	2258.474	
2129.739	2047.343	1993.015	1957.774	1990.366	2012.665	2135.932	2248.353	2407.783	2479.491	2508.837	2497.135	2488.853	2444.995	2425.097	2426.224	2438.603	2445.613	2496.373	2600.368	2537.21	2468.314	2374.913	2262.928	
2135.842	2019.032	1996.92	1958.288	1935.339	2000.583	2044.172	2122.919	2231.302	2303.93	2364.345	2420.248	2447.778	2473.059	2510.459	2552.257	2567.684	2639.94	2730.573	2802.299	2748.059	2659.661	2485.672	2308.483	
2186.273	2097.314	2012.921	2018.35	2088.449	2314.397	2636.465	2822.488	2913.555	2971.165	3091.964	3185.637	3221.587	3302.876	3348.27	3371.774	3409.357	3345.164	3342.238	3278.149	3108.706	2972.368	2719.485	2488.755	
2309.358	2234.529	2128.15	2112.817	2162.37	2368.723	2737.379	2944.021	3019.54	3104.61	3208.35	3270.28	3362.211	3446.357	3507.992	3547.153	3635.744	3558.088	3450.785	3467.907	3286.832	3116.898	2881.11	2646.817	
2445.306	2307.539	2241.836	2210.908	2244.693	2477.863	2793.02	3062.609	3138.85	3243.832	3308.74	3403.947	3570.491	3649.966	3736.594	3774.896	3848.379	3807.673	3677.575	3672.608	3518.033	3299.476	3078.63	2842.667	
2647.804	2497.579	2412.921	2376.795	2388.704	2579.203	2873.916	3070.959	3154.523	3226.902	3371.791	3488.394	3640.126	3751.738	3810.727	3858.779	3850.9	3816.748	3681.176	3632.081	3458.93	3242.082	2985.12	2777.762	
2513.547	2393.318	2308.648	2261.551	2328.351	2534.347	2834.919	3072.926	3154.181	3225.684	3336.329	3419.198	3494.402	3575.206	3313.732	3169.439	3130.118	3102.499	3042.838	2953.181	2773.519	2657.77	2452.9	2322.238	
2172.686	2056.889	1976.379	1976.232	1960.8	1946.812	2060.778	2200.414	2342.724	2462.055	2460.684	2496.825	2468.303	2410.004	2396.799	2409.738	2375.898	2424.106	2524.555	2574.167	2544.377	2483.334	2400.914	2276.569	
2154.913	2064.082	2049.519	1987.896	1966.02	2008.09	2108.743	2063.993	2274.02	2351.127	2398.805	2369.983	2394.72	2404.897	2396.552	2416.929	2413.639	2457.361	2591.859	2653.441	2627.418	2532.484	2376.616	2219.904	
2088.638	2023.361	1958.127	1958.518	2036.311	2241.37	2564.964	2781.783	2823.218	2881.649	2912.905	2871.85	2866.083	2915.245	2869.799	2844.316	2900.431	2887.472	2892.748	2903.907	2762.987	2641.869	2428.408	2274.277	
2110.913	2018.705	2013.868	1999.977	2084.237	2291.856	2657.011	2892.962	2906.201	2890.739	2859.82	2826.714	2810.095	2829.281	2795.414	2813.702	2834.168	2826.753	2910.96	2897.108	2830.367	2680.94	2506.387	2325.799	
2218.377	2123.93	2086.812	2113.788	2218.999	2415.117	2822.026	3067.529	3054.428	2992.385	2935.582	2880.296	2810.889	2821.543	2804.913	2802.529	2873.163	2946.184	2968.14	2948.52	2825.019	2720.108	2504.075	2335.099	
2184.346	2105.358	2053.165	2035.936	2133.474	2350.822	2684.123	2904.237	2946.591	2954.385	2938.926	2924.613	2967.26	2921.099	2956.454	2942.251	2956.147	2963.825	2998.42	2955.552	2824.029	2720.6	2497.632	2325.865	
2176.242	2070.857	2020.723	2047.26	2086.125	2312.259	2669.539	2850.716	2908.619	2923.109	2862.27	2843.105	2810.416	2805.286	2777.959	2827.413	2774.13	2832.198	2857.464	2806.426	2697.244	2631.394	2456.357	2369.211	
2232.369	2153.323	2109.949	2105.591	2098.954	2169.493	2248.774	2433.245	2523.221	2574.137	2549.892	2544.798	2540.409	2472.51	2487.504	2477.923	2497.331	2533.215	2602.057	2658.688	2590.005	2536.155	2396.049	2309.657	
2152.487	2074.682	2001.171	1970.505	1955.968	1991.994	2069.637	2130.628	2224.785	2369.18	2431.669	2464.372	2534.904	2534.442	2599.281	2664.952	2654.699	2722.076	2826.455	2829.109	2799.412	2660.55	2513.837	2309.54	
2185.044	2026.936	1975.688	1957.045	2010.196	2229.068	2518.951	2757.265	2778.883	2809.931	2829.631	2795.192	2804.91	2789.664	2778.988	2789.034	2782.19	2817.478	2835.3	2784.256	2720.532	2618.803	2478.205	2279.91	
2161.229	2072.248	2068.621	2035.93	2129.065	2316.948	2671.004	2889.019	2928.734	2960.821	2916.629	2892.761	2885.612	2857.784	2865.369	2829.954	2828.741	2896.872	2964.699	2923.981	2798.464	2658.705	2489.226	2279.947	
2120.158	2048.624	1990.133	2000.668	2059.058	2266.217	2606.197	2816.814	2871.939	2882.473	2861.435	2839.579	2884.604	2922.625	2963.331	2967.069	3005.767	2982.906	3004.898	2980.516	2816.084	2710.272	2511.647	2317.746	
2157.704	2102.851	2002.834	2002.955	2054.547	2247.702	2584.331	2878.81	2894.857	2937.512	2980.857	3080.78	3075.954	3081.088	3050.942	3036.368	3030.066	3085.162	3036.78	3008.766	2870.299	2730.144	2524.498	2329.608	
2147.327	2044.684	2018.62	1958.623	2021.649	2202.256	2500.887	2749.711	2824.619	2828.644	2831.373	2814.022	2818.096	2785.864	2823.834	2792.289	2795.418	2803.143	2808.677	2736.56	2630.309	2523.362	2398.381	2266.966	
2139.204	2100.115	2012.305	2018.557	2027.569	2080.52	2192.663	2360.526	2502.977	2513.919	2550.272	2515.243	2481.77	2420.316	2419.913	2382.826	2387.478	2435.874	2554.326	2590.582	2495.867	2477.263	2367.698	2270.655	
2143.937		2007.138	1961.596	1987.53	2058.481	2128.781	2195.924	2326.711	2371.587	2374.965	2387.141	2356.63	2390.134	2377.607	2382.821	2486.788	2630.089	2702.235	2650.045	2594.298	2533.519	2347.04	2217.444	2061.419
2125.492	2044.575	2044.712	2083.576	2190.435	2393.479	2768.367	2945.226	2902.628	2914.033	2875.642	2847.981	2851.881	2850.789	2814.873	2847.744	2899.598	3044.256	3008.396	2953.315	2837.358	2714.179	2523.419	2397.106	
2238.647	2180.184	2173.789	2156.799	2304.523	2516.104	2877.573	2999.169	2980.539	2914.133	2900.395	2864.66	2860.972	2873.695	2872.555	2835.402	2910.23	3005.695	3009.858	2874.353	2787.317	2620.125	2431.113	2328.22	
2157.79	2099.786	2057.134	2037.117	2079.867	2280.283	2618.287	2768.099	2856.979	2895.325	2850.973	2871.179	2884.103	2845.79	2849.05	2889.492	2929.42	3049.064	3007.297	2896.044	2770.977	2604.832	2468.091	2278.85	
2171.224	2087.652	2092.059	2078.604	2166.899	2402.293	2782.956	2911.902	2914.137	2893.266	2859.274	2848.033	2817.539	2810.95	2803.807	2816.907	2876.725	3010.714	2965.636	2900.358	2793.141	2670.117	2477.879	2346.405	
2223.066	2143.22	2098.713	2123.493	2140.133	2312.923	2524.843	2648.866	2677.81	2668.171	2676.246	2657.556	2649.497	2653.08	2626.948	2625.747	2661.277	2866.643	2824.904	2733.787	2607.618	2538.066	2448.404	2274.197	
2228.131	2143.136	2107.313	2104.934	2169.83	2262.394	2375.625	2493.107	2589.175	2625.975	2616.681	2573.081	2512.409	2482.365	2435.941	2487.218	2517.416	2707.83	2771.866	2761.503	2702.822	2718.376	2614.266	2499.385	
2423.396	2328.953	2317.664	2350.011	2339.384	2403.615	2509.104	2535.667	2610.128	2556.202	2505.536	2468.601	2430.046	2455.194	2407.399	2438.649	2510.303	2732.984	2778.594	2742.756	2744.908	2655.776	2509.936	2386.869	
2261.07	2214.215	2206.341	2245.494	2367.587	2617.786	3001.012	3160.534	3127.319	3048.25	3001.935	2986.364	2964.92	2980.579	2976.174	2950.559	3012.716	3162.144	3061.35	2999.426	2880.873	2731.536	2516.372	2361.431	
2210.585	2124.537	2099.192	2114.489	2176.558	2406.157	2716.166	2921.15	2925.698	2927.034	2876.483	2813.382	2800.184	2803.702	2784.72	2827.861	2833.507	3021.051	2964.823	2912.299	2802.087	2679.345	2543.998	2335.046	
2226.067	2147.113	2164.62	2147.944	2251.935	2523.006	2860.408	2999.281	3022.514	3011.979	2955.876	2863.342	2853.351	2868.034	2824.245	2884.238	2925.101	3050.581	3006.993	2907.915	2802.066	2723.324	2498.183	2341.761	
2236.14	2154.222	2098.11	2167.306	2271.311	2440.528	2853.232	2950.848	2983.084	2885.669	2855.288	2845.297	2803.347	2815.294	2779.849	2799.223	2911.225	2998.143	2938.01	2939.051	2793.11	2692.911	2563.428	2400.042	
2238.201	2198.46	2169.829	2177.012	2276.916	2516.598	2855.601	3018.702	2974.505	2918.631	2870.552	2832.098	2822.3	2814.677	2839.9	2839.023	2868.597	2971.514	2884.626	2811.099	2657.72	2542.426	2415.214	2286.31	
2177.298	2099.284	2053.864	2035.781	2063.813	2136.326	2215.899	2360.696	2437.697	2497.25	2487.707	2495.484	2524.462	2458.22	2448.882	2467.299	2581.83	2674.615	2746.115	2719.706	2694.509	2630.404	2556.946	2433.432	
2359.735	2303.55	2265.038	2254.549	2263.119	2344.466	2424.537	2492.427	2579.329	2632.293	2660.212	2674.22	2642.386	2662.131	2680.009	2767.024	2896.061	3078.764	3120.686	3130.145	3089.036	3007.603	2851.616	2691.321	
2586.393	2509.065	2484.393	2521.237	2658.189	2891.058	3234.861	3435.663	3393.422	3302.064	3265.591	3200.87	3118.245	3107.75	3099.854	3139.327	3220.147	3426.069	3440.546	3328.046	3288.997	3118.69	2971.065	2774.757	
2668.046	2534.639	2569.369	2537.339	2605.285	2914.945	3268.584	3415.37	3380.478	3300.34	3197.707	3127.61	3094.737	3049.647	3001.676	3023.569	3127.415	3307.76	3264.058	3226.085	3083.592	3005.455	2850.77	2670.888	
2580.344	2491.351	2471.128	2526.866	2643.117	2893.533	3239.294	3367.109	3344.663	3235.251	3136.493	3064.362	2993.844	2922.117	2898.047	2915.449	3018.722	3200.409	3102.804	2939.087	2876.456	2777.626	2635.415	2504.769	
2398.667	2284.206	2270.799	2252.08	2281.49	2361.994	2446.037	2524.036	2578.29	2683.143	2655.934	2682.878	2677.275	2633.735	2602.876	2554.433	2508.576	2589.788	2523.954	2482.494	2448.278	2454.959	2384.567	2320.604	
2269.189	2211.73	2173.615	2165.626	2223.722	2366.999	2570.752	2632.694	2734.856	2748.064	2763.743	2724.76	2723.945	2692.597	2618.854	2617.491	2703.988	2838.148	2780.338	2706.419	2596.806	2557.771	2445.522	2358.878	
2216.789	2165.925	2114.955	2111.799	2138.288	2197.968	2292.302	2430.36	2541.124	2595.875	2621.07	2617.575	2625.104	2589.851	2583.043	2584.67	2647.676	2794.556	2823.94	2827.022	2775.227	2729.367	2655.519	2526.302	
2409.059	2383.536	2315.239	2316.418	2347.458	2391.147	2486.268	2539.166	2599.286	2551.236	2523.056	2537.624	2520.667	2489.427	2490.585	2490.037	2670.233	2847.567	2930.282	2965.166	2908.34	2836.331	2692.79	2711.842	
2477.675	2391.319	2408.424	2426.052	2560.948	2841.215	3207.129	3334.583	3362.709	3257.226	3197.862	3118.493	3089.515	3042.663	3002.326	3015.226	3144.375	3269.949	3253.064	3160.06	3025.878	2876.373	2667.813	2492.096	
2291.091	2236.507	2186.514	2140.424	2252.598	2455.871	2777.125	2984.197	3018.477	3006.604	3026.759	3014.25	3038.673	2993.1	2973.752	2991.251	3029.026	3112.633	3076.119	2983.095	2827.57	2705.773	2495.348	2321.113	
2185.222	2074.087	2034.984	2007.887	2107.282	2253.434	2661.58	2879.09	2869.209	3010.875	3043.036	3012.631	3012.951	2987.94	2973.116	2983.773	3070.387	3145.839	3049.371	2916.335	2804.098	2661.512	2448.108	2313.827	
2125.486	2032.526	1965.341	1967.705	2055.924	2246.015	2619.525	2823.558	2895.365	2866.685	2855.601	2793.338	2848.419	2826.408	2820.367	2825.642	2946.016	3092.903	3068.992	3000.35	2915.675	2766.125	2608.589	2448.822	
2329.663	2208.971	2228.313	2192.057	2275.351	2514.093	2865.413	3028.766	3088.917	3033.288	2936.417	2918.279	2890.131	2826.217	2857.753	2890.157	3022.773	3225.649	3133.987	3063.171	2962.438	2812.363	2715.696	2535.182	
2430.093	2341.142	2289.031	2236.554	2263.892	2329.278	2478.388	2565.603	2680.557	2720.848	2685.394	2681.631	2653.851	2615.368	2591.261	2599.1	2728.353	2941.138	2895.211	2899.358	2842.646	2817.494	2713.221	2578.868	
2466.578	2359.598	2354.026	2330.536	2329.866	2419.812	2538.787	2566.018	2661.259	2701.188	2721.222	2695.036	2661.442	2713.191	2697.931	2696.6	2857.9	2987.009	3029.412	2986.965	2962.212	2883.761	2704.115	2585.532	
